,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
0,광명,84㎡,충청남도 천안시 서북구 쌍용동 1233,충청남도 천안시 서북구 미라2길 19,36.801648,127.128383,990.0,0.0,20.0,19.0,306,17,618.0,(주)광명주택,HT001,84.58,59.93,71,3,1,360,계단식,25425.0,101700.0,5085.0,71190.0,0.0,0.0,0.0,7550.0,149605,145199,"1억 4,300~1억 8,000","1억 2,000~1억 5,000",,,천안미라초등학교,공립,206.0,156.0
1,광명,114㎡,충청남도 천안시 서북구 쌍용동 1233,충청남도 천안시 서북구 미라2길 19,36.801648,127.128383,990.0,0.0,20.0,19.0,306,17,618.0,(주)광명주택,HT001,114,84.56,74,3,2,554,계단식,31650.0,124290.0,6330.0,86310.0,0.0,0.0,0.0,10750.0,211090,204873,"1억 6,500~1억 9,500","1억 6,500~1억 9,000","7,000/49","7,000/49",천안미라초등학교,공립,206.0,156.0
2,광명,163,충청남도 천안시 서북구 쌍용동 1233,충청남도 천안시 서북구 미라2길 19,36.801648,127.128383,990.0,0.0,20.0,19.0,306,17,618.0,(주)광명주택,HT001,163.67,125.61,77,4,2,76,계단식,49650.0,171090.0,9930.0,111510.0,0.0,0.0,0.0,10800.0,313565,304329,"2억 6,500~2억 7,500",,,,천안미라초등학교,공립,206.0,156.0
0,극동,83㎡,충청남도 천안시 서북구 쌍용동 380-3,충청남도 천안시 서북구 새말3길 15,36.796256,127.131716,262.0,0.0,14.0,7.0,228,0,266.0,극동건설,HT001,83.05,59.88,72,2,1,144,복도식,18225.0,72900.0,3645.0,51030.0,0.0,0.0,0.0,7550.0,178297,170917,"1억 1,500~1억 3,500",,"1,000/60","1,000/60",천안일봉초등학교,공립,221.0,213.0
1,극동,106,충청남도 천안시 서북구 쌍용동 380-3,충청남도 천안시 서북구 새말3길 15,36.796256,127.131716,262.0,0.0,14.0,7.0,228,0,266.0,극동건설,HT001,106.23,84.17,79,3,2,118,계단식,22500.0,90000.0,4500.0,63000.0,0.0,0.0,0.0,10750.0,250636,240263,"1억 6,800~1억 8,500","1억 4,000~1억 5,000","3,000/70~4,000/70","3,000/70~4,000/70",천안일봉초등학교,공립,221.0,213.0
0,대우타워,79㎡,충청남도 천안시 서북구 쌍용동 889,충청남도 천안시 서북구 미라15길 24,36.806636,127.131442,659.0,0.0,25.0,14.0,281,23,465.0,(주) 대 우,HT001,79.81,59.76,75,2,1,233,복도식,24300.0,97200.0,4860.0,68040.0,0.0,0.0,0.0,7550.0,136376,124698,"1억 4,000~1억 5,500","1억 4,300","1,000/65","1,000/65",천안봉서초등학교,공립,310.0,299.0
1,대우타워,106㎡,충청남도 천안시 서북구 쌍용동 889,충청남도 천안시 서북구 미라15길 24,36.806636,127.131442,659.0,0.0,25.0,14.0,281,23,465.0,(주) 대 우,HT001,106.35,84.92,80,3,2,242,계단식,32550.0,126630.0,6510.0,87570.0,0.0,0.0,0.0,10750.0,193798,177203,"1억 9,000~2억",,"2,000/80","2,000/80",천안봉서초등학교,공립,310.0,299.0
2,대우타워,123㎡,충청남도 천안시 서북구 쌍용동 889,충청남도 천안시 서북구 미라15길 24,36.806636,127.131442,659.0,0.0,25.0,14.0,281,23,465.0,(주) 대 우,HT001,123.63,101.7,82,4,2,128,계단식,44700.0,158220.0,8940.0,104580.0,0.0,0.0,0.0,10800.0,232085,212211,"2억 5,000~2억 7,500",,,,천안봉서초등학교,공립,310.0,299.0
3,대우타워,158,충청남도 천안시 서북구 쌍용동 889,충청남도 천안시 서북구 미라15길 24,36.806636,127.131442,659.0,0.0,25.0,14.0,281,23,465.0,(주) 대 우,HT001,158.12,134.64,85,4,2,56,계단식,47400.0,165240.0,9480.0,108360.0,0.0,0.0,0.0,11000.0,307256,280945,,,,,천안봉서초등학교,공립,310.0,299.0
0,라이프타운,115㎡,충청남도 천안시 서북구 쌍용동 1279,충청남도 천안시 서북구 쌍용11길 33,36.802974,127.122395,540.0,0.0,15.0,15.0,219,20,647.0,라이프종합건설주식회사,HT001,115.89,95.96,83,3,2,300,계단식,,,,,,,,7550.0,179002,185468,"1억 9,500~2억 3,500",,,,천안쌍용초등학교,공립,320.0,348.0
1,라이프타운,118㎡,충청남도 천안시 서북구 쌍용동 1279,충청남도 천안시 서북구 쌍용11길 33,36.802974,127.122395,540.0,0.0,15.0,15.0,219,20,647.0,라이프종합건설주식회사,HT001,118.46,99.77,84,4,2,180,계단식,,,,,,,,10750.0,186109,192832,"2억~2억 3,500","1억 8,000","2,000/90~2,000/100","2,000/90~2,000/100",천안쌍용초등학교,공립,320.0,348.0
2,라이프타운,164㎡,충청남도 천안시 서북구 쌍용동 1279,충청남도 천안시 서북구 쌍용11길 33,36.802974,127.122395,540.0,0.0,15.0,15.0,219,20,647.0,라이프종합건설주식회사,HT001,164.3,142.43,87,4,2,30,계단식,,,,,,,,10800.0,265685,275284,3억,"2억 5,000","3,000/120","3,000/120",천안쌍용초등학교,공립,320.0,348.0
3,라이프타운,212,충청남도 천안시 서북구 쌍용동 1279,충청남도 천안시 서북구 쌍용11길 33,36.802974,127.122395,540.0,0.0,15.0,15.0,219,20,647.0,라이프종합건설주식회사,HT001,212.46,182.07,86,5,2,30,계단식,,,,,,,,11000.0,339629,351899,"3억 6,000",,,,천안쌍용초등학교,공립,320.0,348.0
0,상록수현대,77㎡,충청남도 천안시 서북구 쌍용동 1273,충청남도 천안시 서북구 쌍용17길 52,36.796059,127.122048,464.0,0.0,20.0,9.0,235,19,300.0,현대산업개발(주),HT001,77.01,59.44,77,3,1,208,계단식,26325.0,105300.0,5265.0,73710.0,0.0,0.0,0.0,7550.0,154462,147570,"1억 4,300~1억 8,000","1억 2,000~1억 4,800","2,000/70","2,000/70",천안쌍용초등학교,공립,320.0,348.0
1,상록수현대,109,충청남도 천안시 서북구 쌍용동 1273,충청남도 천안시 서북구 쌍용17길 52,36.796059,127.122048,464.0,0.0,20.0,9.0,235,19,300.0,현대산업개발(주),HT001,109.36,84.41,77,3,2,256,계단식,32100.0,125460.0,6420.0,86940.0,0.0,0.0,0.0,10750.0,219330,209544,"1억 8,000~2억","1억 9,000",,,천안쌍용초등학교,공립,320.0,348.0
0,세경개나리,66㎡,충청남도 천안시 서북구 쌍용동 566,충청남도 천안시 서북구 쌍용18길 61,36.7981,127.12524,167.0,0.0,13.0,11.0,208,22,73.0,세경산업(주),HT001,66.96,52.59,79,2,1,143,복도식,18045.0,72180.0,3609.0,50526.0,0.0,0.0,0.0,7550.0,133136,129238,"9,500~1억 3,500","9,500~1억 1,000","1,000/55~1,000/60","1,000/55~1,000/60",천안미라초등학교,공립,206.0,156.0
1,세경개나리,72,충청남도 천안시 서북구 쌍용동 566,충청남도 천안시 서북구 쌍용18길 61,36.7981,127.12524,167.0,0.0,13.0,11.0,208,22,73.0,세경산업(주),HT001,72.25,56.73,79,2,1,24,복도식,18045.0,72180.0,3609.0,50526.0,0.0,0.0,0.0,10750.0,143617,139412,1억 600~1억 700,"1억 500~1억 1,000","7,000/30","7,000/30",천안미라초등학교,공립,206.0,156.0
0,시영1차,59,충청남도 천안시 서북구 쌍용동 861,충청남도 천안시 서북구 봉서2길 7,36.80836,127.12895,210.0,0.0,15.0,15.0,257,0,0.0,흥진건설,HT001,59.55,42.66,72,2,1,210,복도식,13703.0,54811.0,2741.0,38367.0,0.0,0.0,0.0,7550.0,107296,104429,"8,500~1억",,"1,000/45","1,000/45",천안봉서초등학교,공립,310.0,299.0
0,시영2차,66㎡,충청남도 천안시 서북구 쌍용동 567,충청남도 천안시 서북구 쌍용18길 69,36.797476,127.124811,352.0,0.0,14.0,13.0,206,20,125.0,홍진건설(주),HT001,66.04,49.67,75,2,1,240,복도식,18113.0,72451.0,3623.0,50715.0,0.0,0.0,0.0,7550.0,100394,98044,"1억 1,000~1억 3,000","9,500~1억 2,000","1,000/70","1,000/70",천안미라초등학교,공립,206.0,156.0
1,시영2차,67,충청남도 천안시 서북구 쌍용동 567,충청남도 천안시 서북구 쌍용18길 69,36.797476,127.124811,352.0,0.0,14.0,13.0,206,20,125.0,홍진건설(주),HT001,67.81,49.67,73,2,1,112,복도식,18113.0,72451.0,3623.0,50715.0,0.0,0.0,0.0,10750.0,100394,98044,"1억~1억 2,000",1억,,,천안미라초등학교,공립,206.0,156.0
0,쌍용동일하이빌,117A㎡,충청남도 천안시 서북구 쌍용동 2077,충청남도 천안시 서북구 충무로 5-16,36.78593,127.114668,523.0,0.0,15.0,12.0,219,20,801.0,(주)동일토건,HT001,117.28,84.99,72,3,2,182,계단식,69000.0,221400.0,13800.0,138600.0,0.0,0.0,0.0,7550.0,223329,225359,"3억 1,000~3억 5,000",,"2,000/100","2,000/100",천안쌍정초등학교,공립,319.0,286.0
1,쌍용동일하이빌,120B㎡,충청남도 천안시 서북구 쌍용동 2077,충청남도 천안시 서북구 충무로 5-16,36.78593,127.114668,523.0,0.0,15.0,12.0,219,20,801.0,(주)동일토건,HT001,120.03,84.99,71,3,2,26,계단식,60900.0,200340.0,12180.0,127260.0,0.0,0.0,0.0,10750.0,223329,225359,,,,,천안쌍정초등학교,공립,319.0,286.0
2,쌍용동일하이빌,145A㎡,충청남도 천안시 서북구 쌍용동 2077,충청남도 천안시 서북구 충무로 5-16,36.78593,127.114668,523.0,0.0,15.0,12.0,219,20,801.0,(주)동일토건,HT001,145.44,114.77,79,3,2,231,계단식,86100.0,265860.0,17220.0,162540.0,0.0,0.0,0.0,10800.0,301575,304315,"3억 6,000~4억","2억 8,000","3,000/130~5,000/100","3,000/130~5,000/100",천안쌍정초등학교,공립,319.0,286.0
3,쌍용동일하이빌,148B㎡,충청남도 천안시 서북구 쌍용동 2077,충청남도 천안시 서북구 충무로 5-16,36.78593,127.114668,523.0,0.0,15.0,12.0,219,20,801.0,(주)동일토건,HT001,148.46,114.77,77,3,2,34,계단식,75300.0,237780.0,15060.0,147420.0,0.0,0.0,0.0,11000.0,301575,304315,"3억 5,000",,,,천안쌍정초등학교,공립,319.0,286.0
4,쌍용동일하이빌,200A㎡,충청남도 천안시 서북구 쌍용동 2077,충청남도 천안시 서북구 충무로 5-16,36.78593,127.114668,523.0,0.0,15.0,12.0,219,20,801.0,(주)동일토건,HT001,200.78,163.98,82,4,2,40,계단식,123300.0,360270.0,24660.0,212310.0,0.0,0.0,0.0,9300.0,430892,434809,"6억 5,000~7억","3억 5,000",,,천안쌍정초등학교,공립,319.0,286.0
5,쌍용동일하이빌,204B㎡,충청남도 천안시 서북구 쌍용동 2077,충청남도 천안시 서북구 충무로 5-16,36.78593,127.114668,523.0,0.0,15.0,12.0,219,20,801.0,(주)동일토건,HT001,204.5,163.98,80,4,2,6,계단식,104550.0,313830.0,20910.0,188370.0,0.0,0.0,0.0,10500.0,430892,434809,6억,,,,천안쌍정초등학교,공립,319.0,286.0
6,쌍용동일하이빌,314㎡,충청남도 천안시 서북구 쌍용동 2077,충청남도 천안시 서북구 충무로 5-16,36.78593,127.114668,523.0,0.0,15.0,12.0,219,20,801.0,(주)동일토건,HT001,314.65,244.89,78,5,3,2,계단식,258300.0,616770.0,51660.0,306810.0,0.0,0.0,0.0,,643488,649337,,,,,천안쌍정초등학교,공립,319.0,286.0
7,쌍용동일하이빌,330,충청남도 천안시 서북구 쌍용동 2077,충청남도 천안시 서북구 충무로 5-16,36.78593,127.114668,523.0,0.0,15.0,12.0,219,20,801.0,(주)동일토건,HT001,330.25,264.55,80,6,4,2,계단식,271800.0,642420.0,54360.0,316260.0,0.0,0.0,0.0,,695144,701463,,,,,천안쌍정초등학교,공립,319.0,286.0
0,쌍용두산위브,110A㎡,충청남도 천안시 서북구 쌍용동 1241,충청남도 천안시 서북구 미라5길 12,36.799997,127.128189,99.0,0.0,15.0,9.0,249,24,101.0,두산건설(주),HT001,110.67,84.96,77,3,2,60,계단식,43350.0,154710.0,8670.0,102690.0,0.0,0.0,0.0,7550.0,,,"2억 3,000~2억 6,000","2억 4,000",,,천안미라초등학교,공립,206.0,156.0
1,쌍용두산위브,110B㎡,충청남도 천안시 서북구 쌍용동 1241,충청남도 천안시 서북구 미라5길 12,36.799997,127.128189,99.0,0.0,15.0,9.0,249,24,101.0,두산건설(주),HT001,110.62,84.73,77,3,2,15,계단식,43350.0,154710.0,8670.0,102690.0,0.0,0.0,0.0,10750.0,,,"2억 6,000",,,,천안미라초등학교,공립,206.0,156.0
2,쌍용두산위브,110C㎡,충청남도 천안시 서북구 쌍용동 1241,충청남도 천안시 서북구 미라5길 12,36.799997,127.128189,99.0,0.0,15.0,9.0,249,24,101.0,두산건설(주),HT001,110.16,84.96,77,3,2,15,계단식,43350.0,154710.0,8670.0,102690.0,0.0,0.0,0.0,10800.0,,,"2억 3,000",,,,천안미라초등학교,공립,206.0,156.0
3,쌍용두산위브,110,충청남도 천안시 서북구 쌍용동 1241,충청남도 천안시 서북구 미라5길 12,36.799997,127.128189,99.0,0.0,15.0,9.0,249,24,101.0,두산건설(주),HT001,110.98,84.97,77,3,2,9,계단식,42450.0,152370.0,8490.0,101430.0,0.0,0.0,0.0,11000.0,,,,,,,천안미라초등학교,공립,206.0,156.0
0,쌍용마을뜨란채,76A㎡,충청남도 천안시 서북구 쌍용동 1920,충청남도 천안시 서북구 봉서산샛길 64,36.805709,127.119428,1431.0,312.0,15.0,9.0,216,21,1203.0,(주)대우,HT001,76.55,59.95,78,3,1,732,계단식,26775.0,107100.0,5355.0,74970.0,0.0,0.0,0.0,10500.0,,,"1억 5,000~1억 8,700","1억 2,000~1억 6,500","1,000/53~1억/25","1,000/53~1억/25",천안용암초등학교,공립,354.0,319.0
1,쌍용마을뜨란채,76B㎡,충청남도 천안시 서북구 쌍용동 1920,충청남도 천안시 서북구 봉서산샛길 64,36.805709,127.119428,1431.0,312.0,15.0,9.0,216,21,1203.0,(주)대우,HT001,76.34,59.78,78,3,1,120,계단식,26775.0,107100.0,5355.0,74970.0,0.0,0.0,0.0,10800.0,,,"1억 5,000~1억 7,000","1억~1억 5,000","2,000/55~2,000/60","2,000/55~2,000/60",천안용암초등학교,공립,354.0,319.0
2,쌍용마을뜨란채,107A㎡,충청남도 천안시 서북구 쌍용동 1920,충청남도 천안시 서북구 봉서산샛길 64,36.805709,127.119428,1431.0,312.0,15.0,9.0,216,21,1203.0,(주)대우,HT001,107.99,84.57,78,3,2,222,계단식,45600.0,160560.0,9120.0,105840.0,0.0,0.0,0.0,11000.0,,,"2억 1,000~2억 7,000","1억 6,500~1억 9,000","2,000/80~1억/45","2,000/80~1억/45",천안용암초등학교,공립,354.0,319.0
3,쌍용마을뜨란채,108B,충청남도 천안시 서북구 쌍용동 1920,충청남도 천안시 서북구 봉서산샛길 64,36.805709,127.119428,1431.0,312.0,15.0,9.0,216,21,1203.0,(주)대우,HT001,108.03,84.61,78,3,2,45,계단식,45600.0,160560.0,9120.0,105840.0,0.0,0.0,0.0,,,,"2억 1,000~2억 3,500",,"5,000/45","5,000/45",천안용암초등학교,공립,354.0,319.0
0,쌍용모란,118㎡,충청남도 천안시 서북구 쌍용동 653,충청남도 천안시 서북구 쌍용17길 8,36.799738,127.12232,386.0,0.0,19.0,15.0,217,18,414.0,쌍용건설 주식회사,HT001,118.54,96.87,82,3,2,234,계단식,46950.0,164070.0,9390.0,107730.0,0.0,0.0,0.0,7550.0,226425,219786,"2억 3,000~2억 6,000","2억~2억 3,000","2,000/100","2,000/100",천안쌍용초등학교,공립,320.0,348.0
1,쌍용모란,142,충청남도 천안시 서북구 쌍용동 653,충청남도 천안시 서북구 쌍용17길 8,36.799738,127.12232,386.0,0.0,19.0,15.0,217,18,414.0,쌍용건설 주식회사,HT001,142.04,116.07,82,4,2,152,계단식,47850.0,166410.0,9570.0,108990.0,0.0,0.0,0.0,10750.0,271303,263349,"2억 8,000~3억 5,000","2억 7,000",,,천안쌍용초등학교,공립,320.0,348.0
0,쌍용역푸르지오,107㎡,충청남도 천안시 서북구 쌍용동 2050,충청남도 천안시 서북구 충무로 93,36.790981,127.118957,291.0,0.0,15.0,13.0,246,24,339.0,(주)대우건설,HT001,107.16,84.74,79,3,2,60,계단식,53700.0,181620.0,10740.0,117180.0,0.0,0.0,0.0,7550.0,191728,194685,"2억 8,000~3억 2,000",,,,천안쌍정초등학교,공립,319.0,286.0
1,쌍용역푸르지오,109A㎡,충청남도 천안시 서북구 쌍용동 2050,충청남도 천안시 서북구 충무로 93,36.790981,127.118957,291.0,0.0,15.0,13.0,246,24,339.0,(주)대우건설,HT001,109.64,84.97,77,3,2,114,계단식,53700.0,181620.0,10740.0,117180.0,0.0,0.0,0.0,10750.0,192244,195210,"2억 8,500~3억 3,000",,,,천안쌍정초등학교,공립,319.0,286.0
2,쌍용역푸르지오,111B㎡,충청남도 천안시 서북구 쌍용동 2050,충청남도 천안시 서북구 충무로 93,36.790981,127.118957,291.0,0.0,15.0,13.0,246,24,339.0,(주)대우건설,HT001,111.8,84.72,76,3,2,57,계단식,53700.0,181620.0,10740.0,117180.0,0.0,0.0,0.0,10800.0,191686,194644,,,,,천안쌍정초등학교,공립,319.0,286.0
3,쌍용역푸르지오,138,충청남도 천안시 서북구 쌍용동 2050,충청남도 천안시 서북구 충무로 93,36.790981,127.118957,291.0,0.0,15.0,13.0,246,24,339.0,(주)대우건설,HT001,138.13,109.08,79,3,2,60,계단식,61800.0,202680.0,12360.0,128520.0,0.0,0.0,0.0,11000.0,246794,250601,"3억 5,000~3억 8,000",,,,천안쌍정초등학교,공립,319.0,286.0
0,쌍용자이,112㎡,충청남도 천안시 서북구 쌍용동 2075,충청남도 천안시 서북구 월봉1길 15,36.787502,127.116454,564.0,0.0,15.0,12.0,233,19,771.0,GS건설(주),HT001,112.2,84.83,76,3,2,295,계단식,71700.0,228420.0,14340.0,142380.0,0.0,0.0,0.0,7550.0,188068,195542,"2억 6,000~3억 2,000",2억,,,천안쌍정초등학교,공립,319.0,286.0
1,쌍용자이,143㎡,충청남도 천안시 서북구 쌍용동 2075,충청남도 천안시 서북구 월봉1길 15,36.787502,127.116454,564.0,0.0,15.0,12.0,233,19,771.0,GS건설(주),HT001,143.49,114.1,80,3,2,150,계단식,84750.0,262350.0,16950.0,160650.0,0.0,0.0,0.0,10750.0,252932,262984,"3억 5,000~3억 9,500","2억 5,000~2억 8,000","2,000/120","2,000/120",천안쌍정초등학교,공립,319.0,286.0
2,쌍용자이,179,충청남도 천안시 서북구 쌍용동 2075,충청남도 천안시 서북구 월봉1길 15,36.787502,127.116454,564.0,0.0,15.0,12.0,233,19,771.0,GS건설(주),HT001,179.49,145.93,81,4,2,119,계단식,104100.0,312660.0,20820.0,187740.0,0.0,0.0,0.0,10800.0,323498,336355,"4억 2,000~5억 5,000","3억 7,000",,,천안쌍정초등학교,공립,319.0,286.0
0,용암동아벽산,123A㎡,충청남도 천안시 서북구 쌍용동 1923,충청남도 천안시 서북구 월봉로 131,36.802427,127.117907,505.0,0.0,15.0,11.0,216,20,1046.0,"벽산건설(주),동아건설산업(주)",HT001,123.91,99.91,81,3,2,60,계단식,53700.0,181620.0,10740.0,117180.0,0.0,0.0,0.0,7550.0,223117,213095,"3억 500~3억 3,000",,,,천안용암초등학교,공립,354.0,319.0
1,용암동아벽산,124B㎡,충청남도 천안시 서북구 쌍용동 1923,충청남도 천안시 서북구 월봉로 131,36.802427,127.117907,505.0,0.0,15.0,11.0,216,20,1046.0,"벽산건설(주),동아건설산업(주)",HT001,124.25,99.92,80,3,2,60,계단식,53700.0,181620.0,10740.0,117180.0,0.0,0.0,0.0,9300.0,223140,213117,"3억 2,000","2억 5,000~2억 6,000",,,천안용암초등학교,공립,354.0,319.0
2,용암동아벽산,164㎡,충청남도 천안시 서북구 쌍용동 1923,충청남도 천안시 서북구 월봉로 131,36.802427,127.117907,505.0,0.0,15.0,11.0,216,20,1046.0,"벽산건설(주),동아건설산업(주)",HT001,164.75,134.78,82,4,2,265,계단식,83850.0,260010.0,16770.0,159390.0,0.0,0.0,0.0,10750.0,300988,287468,"3억 6,000~4억 4,000","2억 8,000","2,000/150~1억/100","2,000/150~1억/100",천안용암초등학교,공립,354.0,319.0
3,용암동아벽산,216,충청남도 천안시 서북구 쌍용동 1923,충청남도 천안시 서북구 월봉로 131,36.802427,127.117907,505.0,0.0,15.0,11.0,216,20,1046.0,"벽산건설(주),동아건설산업(주)",HT001,216.48,178.27,82,5,2,120,계단식,96000.0,291600.0,19200.0,176400.0,0.0,0.0,0.0,11000.0,398109,380227,"4억 2,000~4억 9,000","3억 9,000",,,천안용암초등학교,공립,354.0,319.0
0,월봉대우,77,충청남도 천안시 서북구 쌍용동 1548,충청남도 천안시 서북구 월봉4로 88-11,36.79538,127.115501,390.0,0.0,15.0,15.0,190,19,304.0,주식회사 대우,HT001,77.73,59.88,77,3,1,390,계단식,28575.0,114300.0,5715.0,80010.0,0.0,0.0,0.0,7550.0,195331,184577,"1억 5,500~2억 2,100","1억 3,000~1억 8,000","1,000/70~1억 2,500/20","1,000/70~1억 2,500/20",천안월봉초등학교,공립,450.0,444.0
0,"월봉벽산,태영",96(벽산)㎡,충청남도 천안시 서북구 쌍용동 1538,충청남도 천안시 서북구 월봉4로 140-16,36.798469,127.116462,810.0,0.0,15.0,14.0,217,22,0.0,벽산건설(주),HT001,96.44,75.96,79,3,2,116,계단식,31200.0,123120.0,6240.0,85680.0,0.0,0.0,0.0,7550.0,202411,197949,"1억 9,500~2억 4,500","1억 8,500",,,천안월봉초등학교,공립,450.0,444.0
1,"월봉벽산,태영",96(태영)㎡,충청남도 천안시 서북구 쌍용동 1538,충청남도 천안시 서북구 월봉4로 140-16,36.798469,127.116462,810.0,0.0,15.0,14.0,217,22,0.0,벽산건설(주),HT001,96.44,75.96,79,3,2,116,계단식,31650.0,124290.0,6330.0,86310.0,0.0,0.0,0.0,10800.0,202411,197949,"2억 2,000",,,,천안월봉초등학교,공립,450.0,444.0
2,"월봉벽산,태영",106(벽산)㎡,충청남도 천안시 서북구 쌍용동 1538,충청남도 천안시 서북구 월봉4로 140-16,36.798469,127.116462,810.0,0.0,15.0,14.0,217,22,0.0,벽산건설(주),HT001,106.25,85,80,3,2,289,계단식,45150.0,159390.0,9030.0,105210.0,0.0,0.0,0.0,10750.0,226500,221506,"2억 1,000~3억",,"2,000/75","2,000/75",천안월봉초등학교,공립,450.0,444.0
3,"월봉벽산,태영",106(태영),충청남도 천안시 서북구 쌍용동 1538,충청남도 천안시 서북구 월봉4로 140-16,36.798469,127.116462,810.0,0.0,15.0,14.0,217,22,0.0,벽산건설(주),HT001,106.25,85,80,3,2,289,계단식,45150.0,159390.0,9030.0,105210.0,0.0,0.0,0.0,11000.0,226500,221506,"2억~2억 5,000",2억,,,천안월봉초등학교,공립,450.0,444.0
0,월봉일성5차,80㎡,충청남도 천안시 서북구 쌍용동 1547,충청남도 천안시 서북구 월봉4로 120-16,36.796101,127.116736,765.0,0.0,15.0,12.0,211,20,798.0,일성건설(주),HT001,80.01,59.99,75,3,2,237,계단식,27225.0,108900.0,5445.0,76230.0,0.0,0.0,0.0,7550.0,136568,134238,"1억 7,500~2억 1,000","1억 1,000~1억 5,500","1,000/65~2,000/75","1,000/65~2,000/75",천안월봉초등학교,공립,450.0,444.0
1,월봉일성5차,106㎡,충청남도 천안시 서북구 쌍용동 1547,충청남도 천안시 서북구 월봉4로 120-16,36.796101,127.116736,765.0,0.0,15.0,12.0,211,20,798.0,일성건설(주),HT001,106.69,84.9,80,3,2,380,계단식,46500.0,162900.0,9300.0,107100.0,0.0,0.0,0.0,10750.0,193276,189978,"2억 2,000~2억 7,000","1억 8,000~2억 2,000",2억/100,2억/100,천안월봉초등학교,공립,450.0,444.0
2,월봉일성5차,137㎡,충청남도 천안시 서북구 쌍용동 1547,충청남도 천안시 서북구 월봉4로 120-16,36.796101,127.116736,765.0,0.0,15.0,12.0,211,20,798.0,일성건설(주),HT001,137.06,114.67,84,4,2,89,계단식,67650.0,217890.0,13530.0,136710.0,0.0,0.0,0.0,10800.0,261048,256594,"3억 4,000~3억 7,700",3억,,,천안월봉초등학교,공립,450.0,444.0
3,월봉일성5차,165,충청남도 천안시 서북구 쌍용동 1547,충청남도 천안시 서북구 월봉4로 120-16,36.796101,127.116736,765.0,0.0,15.0,12.0,211,20,798.0,일성건설(주),HT001,165.67,134.58,81,4,2,59,계단식,73500.0,233100.0,14700.0,144900.0,0.0,0.0,0.0,11000.0,306373,301146,"3억 5,000~4억 3,000","3억~3억 2,000",,,천안월봉초등학교,공립,450.0,444.0
0,월봉청솔1단지,67,충청남도 천안시 서북구 쌍용동 1367,충청남도 천안시 서북구 월봉4로 140-9,36.800242,127.116184,1423.0,0.0,15.0,14.0,205,19,1007.0,(주)한국토지신탁,HT001,67.83,50.16,74,3,1,1423,복도식,23850.0,95400.0,4770.0,66780.0,0.0,0.0,0.0,7550.0,116398,116196,"1억 500~1억 6,000","1억~1억 3,000","500/55~8,000/20","500/55~8,000/20",천안월봉초등학교,공립,450.0,444.0
0,월봉현대,102㎡,충청남도 천안시 서북구 쌍용동 1552,충청남도 천안시 서북구 월봉4로 91,36.796259,127.113799,210.0,0.0,15.0,15.0,223,19,338.0,현대산업개발(주),HT001,102.07,85.22,83,2,2,3,계단식,29925.0,119700.0,5985.0,83790.0,0.0,0.0,0.0,7550.0,180216,184454,,,,,천안월봉초등학교,공립,450.0,444.0
1,월봉현대,118A㎡,충청남도 천안시 서북구 쌍용동 1552,충청남도 천안시 서북구 월봉4로 91,36.796259,127.113799,210.0,0.0,15.0,15.0,223,19,338.0,현대산업개발(주),HT001,118.78,99.17,83,3,2,87,계단식,43350.0,154710.0,8670.0,102690.0,0.0,0.0,0.0,10750.0,209716,214648,"2억 7,000","2억 1,000~2억 2,000",,,천안월봉초등학교,공립,450.0,444.0
2,월봉현대,119B㎡,충청남도 천안시 서북구 쌍용동 1552,충청남도 천안시 서북구 월봉4로 91,36.796259,127.113799,210.0,0.0,15.0,15.0,223,19,338.0,현대산업개발(주),HT001,119.63,99.88,83,3,2,30,계단식,43350.0,154710.0,8670.0,102690.0,0.0,0.0,0.0,10800.0,211218,216185,,,,,천안월봉초등학교,공립,450.0,444.0
3,월봉현대,160㎡,충청남도 천안시 서북구 쌍용동 1552,충청남도 천안시 서북구 월봉4로 91,36.796259,127.113799,210.0,0.0,15.0,15.0,223,19,338.0,현대산업개발(주),HT001,160.37,133.89,83,4,2,60,계단식,57750.0,192150.0,11550.0,122850.0,0.0,0.0,0.0,11000.0,283139,289797,,,,,천안월봉초등학교,공립,450.0,444.0
4,월봉현대,213,충청남도 천안시 서북구 쌍용동 1552,충청남도 천안시 서북구 월봉4로 91,36.796259,127.113799,210.0,0.0,15.0,15.0,223,19,338.0,현대산업개발(주),HT001,213.3,178.08,83,5,2,30,계단식,70800.0,226080.0,14160.0,141120.0,0.0,0.0,0.0,9300.0,376589,385444,,,,,천안월봉초등학교,공립,450.0,444.0
0,이화,60㎡,충청남도 천안시 서북구 쌍용동 379-33,충청남도 천안시 서북구 다가말2길 14,36.797134,127.133454,290.0,0.0,5.0,5.0,131,26,389.0,영풍산업,HT001,60.97,54.73,90,2,1,190,계단식,15008.0,60031.0,3002.0,42021.0,0.0,0.0,0.0,7550.0,,,"1억 1,000~1억 5,000",,"500/40~1,000/40","500/40~1,000/40",천안일봉초등학교,공립,221.0,213.0
