,아파트명,면적,법정동주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,매매호가,전세호가,월세호가,실거래가,초등학교_학군정보,초등학교_설립정보,초등학교_남학생수,초등학교_여학생수
1,우성VIP,144,충청남도 천안시 동남구 원성동 595-6,충청남도 천안시 동남구 충무로 455-3,36.79876,127.15528,40.0,0.0,10.0,10.0,0,0,0.0,,HT001,144.57,120.75,84,3,2,32,계단식,24750.0,99000.0,4950.0,69300.0,0.0,0.0,0.0,,,,"1억 9,000",,,,천안남산초등학교,공립,213.0,179.0
0,초원라이프,75㎡,충청남도 천안시 동남구 원성동 481-1,충청남도 천안시 동남구 원성5길 17,36.808029,127.162335,83.0,0.0,15.0,8.0,294,32,48.0,라이프종합건설(주),HT001,75.5,59.82,79,2,1,30,계단식,17910.0,71640.0,3582.0,50148.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
1,초원라이프,104A㎡,충청남도 천안시 동남구 원성동 481-1,충청남도 천안시 동남구 원성5길 17,36.808029,127.162335,83.0,0.0,15.0,8.0,294,32,48.0,라이프종합건설(주),HT001,104.51,84.28,81,3,2,45,계단식,22410.0,89640.0,4482.0,62748.0,0.0,0.0,0.0,,,,"1억 6,500",,,,천안남산초등학교,공립,213.0,179.0
2,초원라이프,105B,충청남도 천안시 동남구 원성동 481-1,충청남도 천안시 동남구 원성5길 17,36.808029,127.162335,83.0,0.0,15.0,8.0,294,32,48.0,라이프종합건설(주),HT001,105.01,84.69,81,3,2,8,계단식,,,,,,,,,,,,,,,천안남산초등학교,공립,213.0,179.0
0,충무그린빌(도시형),37㎡,충청남도 천안시 동남구 원성동 601-14,충청남도 천안시 동남구 원거리7길 10,36.799039,127.154529,48.0,0.0,5.0,5.0,182,54,37.0,지움건설(주),HT001,37.83,30,79,1,1,3,계단식,39420.0,102492.0,7884.0,55188.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
1,충무그린빌(도시형),38㎡,충청남도 천안시 동남구 원성동 601-14,충청남도 천안시 동남구 원거리7길 10,36.799039,127.154529,48.0,0.0,5.0,5.0,182,54,37.0,지움건설(주),HT001,38.28,30.36,79,1,1,9,계단식,36000.0,93600.0,7200.0,50400.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
2,충무그린빌(도시형),41A㎡,충청남도 천안시 동남구 원성동 601-14,충청남도 천안시 동남구 원거리7길 10,36.799039,127.154529,48.0,0.0,5.0,5.0,182,54,37.0,지움건설(주),HT001,41.37,32.81,79,1,1,3,계단식,42120.0,109512.0,8424.0,58968.0,0.0,0.0,0.0,,,,"1억 1,800",,,,천안남산초등학교,공립,213.0,179.0
3,충무그린빌(도시형),42B,충청남도 천안시 동남구 원성동 601-14,충청남도 천안시 동남구 원거리7길 10,36.799039,127.154529,48.0,0.0,5.0,5.0,182,54,37.0,지움건설(주),HT001,42.28,33.53,79,1,1,33,계단식,44760.0,116376.0,8952.0,62664.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
0,태성,89B㎡,충청남도 천안시 동남구 원성동 451-3,충청남도 천안시 동남구 원성6길 3,36.809983,127.162456,19.0,0.0,4.0,4.0,0,0,0.0,,HT001,89.72,73.95,82,3,2,16,계단식,33600.0,87360.0,6720.0,47040.0,0.0,0.0,0.0,,,,,,,,천안신안초등학교,공립,311.0,300.0
1,태성,90A,충청남도 천안시 동남구 원성동 451-3,충청남도 천안시 동남구 원성6길 3,36.809983,127.162456,19.0,0.0,4.0,4.0,0,0,0.0,,HT001,90.2,68.79,76,3,2,3,계단식,31200.0,81120.0,6240.0,43680.0,0.0,0.0,0.0,,,,,,,,천안신안초등학교,공립,311.0,300.0
0,태성산호,104,충청남도 천안시 동남구 원성동 529-11,충청남도 천안시 동남구 고재6길 59,36.804188,127.163341,19.0,0.0,5.0,5.0,0,0,0.0,,HT001,104.58,84.91,81,3,2,19,계단식,15660.0,62640.0,3132.0,43848.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
0,평화,97㎡,충청남도 천안시 동남구 원성동 595-1,충청남도 천안시 동남구 원거리7길 14,36.798856,127.154793,39.0,0.0,5.0,5.0,0,0,0.0,,HT001,97.33,76.35,78,3,1,5,계단식,13568.0,54271.0,2714.0,37989.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
1,평화,114㎡,충청남도 천안시 동남구 원성동 595-1,충청남도 천안시 동남구 원거리7길 14,36.798856,127.154793,39.0,0.0,5.0,5.0,0,0,0.0,,HT001,114.82,92.01,80,3,2,4,계단식,14648.0,58591.0,2930.0,41013.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
2,평화,119C㎡,충청남도 천안시 동남구 원성동 595-1,충청남도 천안시 동남구 원거리7길 14,36.798856,127.154793,39.0,0.0,5.0,5.0,0,0,0.0,,HT001,119.64,96.37,81,3,1,10,계단식,15390.0,61560.0,3078.0,43092.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
3,평화,119A㎡,충청남도 천안시 동남구 원성동 595-1,충청남도 천안시 동남구 원거리7길 14,36.798856,127.154793,39.0,0.0,5.0,5.0,0,0,0.0,,HT001,119.48,95.34,80,3,2,5,계단식,15390.0,61560.0,3078.0,43092.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
4,평화,119B㎡,충청남도 천안시 동남구 원성동 595-1,충청남도 천안시 동남구 원거리7길 14,36.798856,127.154793,39.0,0.0,5.0,5.0,0,0,0.0,,HT001,119.61,96.12,80,3,2,5,계단식,15390.0,61560.0,3078.0,43092.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
5,평화,122㎡,충청남도 천안시 동남구 원성동 595-1,충청남도 천안시 동남구 원거리7길 14,36.798856,127.154793,39.0,0.0,5.0,5.0,0,0,0.0,,HT001,122.9,99.39,81,3,2,5,계단식,15435.0,61740.0,3087.0,43218.0,0.0,0.0,0.0,,,,,,"2,000/30","2,000/30",천안남산초등학교,공립,213.0,179.0
6,평화,133,충청남도 천안시 동남구 원성동 595-1,충청남도 천안시 동남구 원거리7길 14,36.798856,127.154793,39.0,0.0,5.0,5.0,0,0,0.0,,HT001,133.78,108.72,81,3,2,5,계단식,16358.0,65431.0,3272.0,45801.0,0.0,0.0,0.0,,,,,,,,천안남산초등학교,공립,213.0,179.0
0,한신,99㎡,충청남도 천안시 동남구 원성동 480-7,충청남도 천안시 동남구 원성2길 12,36.808241,127.160393,30.0,0.0,5.0,5.0,0,0,0.0,,HT001,99.92,84.54,85,3,2,10,계단식,17100.0,68400.0,3420.0,47880.0,0.0,0.0,0.0,,,,,,,,천안신안초등학교,공립,311.0,300.0
1,한신,126,충청남도 천안시 동남구 원성동 480-7,충청남도 천안시 동남구 원성2길 12,36.808241,127.160393,30.0,0.0,5.0,5.0,0,0,0.0,,HT001,126.99,104.36,82,3,2,20,계단식,19440.0,77760.0,3888.0,54432.0,0.0,0.0,0.0,,,,,,,,천안신안초등학교,공립,311.0,300.0
0,HS에델도프(도시형),77B㎡,충청남도 천안시 동남구 유량동 164,충청남도 천안시 동남구 태조산길 196-34,36.81715,127.184972,48.0,0.0,4.0,4.0,71,19,48.0,(주)혜성산업개발,HT001,77.5,69.34,89,3,1,32,계단식,,,,,,,,,,,,,,,천안신안초등학교,공립,311.0,300.0
1,HS에델도프(도시형),77A㎡,충청남도 천안시 동남구 유량동 164,충청남도 천안시 동남구 태조산길 196-34,36.81715,127.184972,48.0,0.0,4.0,4.0,71,19,48.0,(주)혜성산업개발,HT001,77.06,68.95,89,3,1,8,계단식,,,,,,,,,,,,,,,천안신안초등학교,공립,311.0,300.0
2,HS에델도프(도시형),78,충청남도 천안시 동남구 유량동 164,충청남도 천안시 동남구 태조산길 196-34,36.81715,127.184972,48.0,0.0,4.0,4.0,71,19,48.0,(주)혜성산업개발,HT001,78.32,70.12,90,3,1,8,계단식,,,,,,,,,,,,,,,천안신안초등학교,공립,311.0,300.0
0,스위트포래디(도시형),84,충청남도 천안시 동남구 유량동 253-17,충청남도 천안시 동남구 향교4길 24-3,36.816044,127.17412,21.0,0.0,4.0,1.0,62,28,22.0,(주)성도이엔지,HT001,84.82,84.82,100,2,2,21,계단식,214500.0,478320.0,42900.0,220920.0,0.0,0.0,0.0,,,,,,,,천안신안초등학교,공립,311.0,300.0
0,스위트포래비(도시형),84,충청남도 천안시 동남구 유량동 253-15,충청남도 천안시 동남구 향교4길 24-2,36.816613,127.174139,21.0,0.0,4.0,1.0,78,34,22.0,(주)성도이엔지,HT001,84.93,84.93,100,2,2,21,계단식,202500.0,457200.0,40500.0,214200.0,0.0,0.0,0.0,,,,"3억 2,000",,,,천안신안초등학교,공립,311.0,300.0
0,스위트포래씨(도시형),84,충청남도 천안시 동남구 유량동 253,충청남도 천안시 동남구 향교4길 24-1,36.816352,127.174602,21.0,0.0,4.0,1.0,64,29,22.0,(주)성도이엔지,HT001,84.82,84.82,100,2,2,21,계단식,204000.0,459840.0,40800.0,215040.0,0.0,0.0,0.0,,,,3억,,,,천안신안초등학교,공립,311.0,300.0
0,스위트포래에이(도시형),84,충청남도 천안시 동남구 유량동 253-18,충청남도 천안시 동남구 향교4길 24-4,36.816349,127.1736,19.0,0.0,4.0,1.0,77,34,20.0,(주)성도이엔지,HT001,84.93,84.93,100,2,2,19,계단식,182400.0,417120.0,36480.0,198240.0,0.0,0.0,0.0,,,,,,,,천안신안초등학교,공립,311.0,300.0
0,학산파크뷰(도시형),96A㎡,충청남도 천안시 동남구 유량동 436,충청남도 천안시 동남구 태조산길 133,36.81542,127.177091,72.0,0.0,5.0,4.0,98,38,149.0,(주)학산건설,HT001,96.27,75.25,78,3,2,8,계단식,,,,,,,,,,,,,,,천안신안초등학교,공립,311.0,300.0
1,학산파크뷰(도시형),97B㎡,충청남도 천안시 동남구 유량동 436,충청남도 천안시 동남구 태조산길 133,36.81542,127.177091,72.0,0.0,5.0,4.0,98,38,149.0,(주)학산건설,HT001,97.21,76.02,78,3,2,8,계단식,,,,,,,,,,,"2억 7,500",,,,천안신안초등학교,공립,311.0,300.0
2,학산파크뷰(도시형),100㎡,충청남도 천안시 동남구 유량동 436,충청남도 천안시 동남구 태조산길 133,36.81542,127.177091,72.0,0.0,5.0,4.0,98,38,149.0,(주)학산건설,HT001,100.78,78.85,78,3,2,10,계단식,,,,,,,,,,,,,,,천안신안초등학교,공립,311.0,300.0
3,학산파크뷰(도시형),101A㎡,충청남도 천안시 동남구 유량동 436,충청남도 천안시 동남구 태조산길 133,36.81542,127.177091,72.0,0.0,5.0,4.0,98,38,149.0,(주)학산건설,HT001,101.79,79.68,78,3,2,10,계단식,,,,,,,,,,,,,,,천안신안초등학교,공립,311.0,300.0
4,학산파크뷰(도시형),101B㎡,충청남도 천안시 동남구 유량동 436,충청남도 천안시 동남구 태조산길 133,36.81542,127.177091,72.0,0.0,5.0,4.0,98,38,149.0,(주)학산건설,HT001,101.81,79.79,78,3,2,8,계단식,,,,,,,,,,,,,,,천안신안초등학교,공립,311.0,300.0
5,학산파크뷰(도시형),102C㎡,충청남도 천안시 동남구 유량동 436,충청남도 천안시 동남구 태조산길 133,36.81542,127.177091,72.0,0.0,5.0,4.0,98,38,149.0,(주)학산건설,HT001,102.61,80.18,78,3,2,8,계단식,,,,,,,,,,,,,,,천안신안초등학교,공립,311.0,300.0
6,학산파크뷰(도시형),106A㎡,충청남도 천안시 동남구 유량동 436,충청남도 천안시 동남구 태조산길 133,36.81542,127.177091,72.0,0.0,5.0,4.0,98,38,149.0,(주)학산건설,HT001,106.81,83.52,78,3,2,10,계단식,,,,,,,,,,,"3억 2,000",,,,천안신안초등학교,공립,311.0,300.0
7,학산파크뷰(도시형),106B,충청남도 천안시 동남구 유량동 436,충청남도 천안시 동남구 태조산길 133,36.81542,127.177091,72.0,0.0,5.0,4.0,98,38,149.0,(주)학산건설,HT001,106.88,83.85,78,3,2,10,계단식,,,,,,,,,,,,"2억 8,000",,,천안신안초등학교,공립,311.0,300.0
0,버들마을우미린,144㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,144.2,121.66,84,3,2,140,계단식,140400.0,392760.0,28080.0,224280.0,0.0,0.0,0.0,46000.0,398185,259084,"4억 6,000~7억",,,,천안가온초등학교,공립,575.0,576.0
1,버들마을우미린,145C㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,145.66,121.94,84,3,2,48,계단식,150300.0,411570.0,30060.0,231210.0,0.0,0.0,0.0,47000.0,399105,259683,"5억 2,000~5억 4,000",,,,천안가온초등학교,공립,575.0,576.0
2,버들마을우미린,145A㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,145.7,120.88,83,3,2,24,계단식,150300.0,411570.0,30060.0,231210.0,0.0,0.0,0.0,47000.0,395643,257430,"5억~5억 1,000",,,,천안가온초등학교,공립,575.0,576.0
3,버들마을우미린,145B㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,145.7,120.88,83,3,2,24,계단식,150300.0,411570.0,30060.0,231210.0,0.0,0.0,0.0,47000.0,395643,257430,"5억 2,000",,"2,000/150","2,000/150",천안가온초등학교,공립,575.0,576.0
4,버들마을우미린,148㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,148.13,122.29,83,3,2,48,계단식,150300.0,411570.0,30060.0,231210.0,0.0,0.0,0.0,47000.0,400270,260441,"4억 5,000~5억 5,000",,,,천안가온초등학교,공립,575.0,576.0
5,버들마을우미린,158㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,158.59,134.6,85,4,2,220,계단식,174600.0,457740.0,34920.0,248220.0,0.0,0.0,0.0,50500.0,440528,286635,"4억 5,000~6억 8,000","4억~4억 5,000",,,천안가온초등학교,공립,575.0,576.0
6,버들마을우미린,177㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,177.98,151.36,85,4,2,28,계단식,208800.0,522720.0,41760.0,272160.0,0.0,0.0,0.0,57500.0,495401,322339,"6억 4,000",,,,천안가온초등학교,공립,575.0,576.0
7,버들마을우미린,180㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,180.23,151.48,84,4,2,96,계단식,208800.0,522720.0,41760.0,272160.0,0.0,0.0,0.0,57500.0,495794,322595,"6억 1,000~6억 8,000","4억 7,000",,,천안가온초등학교,공립,575.0,576.0
8,버들마을우미린,196A㎡,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,196.8,163.76,83,4,3,48,계단식,227700.0,558630.0,45540.0,285390.0,0.0,0.0,0.0,60500.0,535968,348734,"6억 3,000~6억 6,000",,,,천안가온초등학교,공립,575.0,576.0
9,버들마을우미린,197B,충청남도 천안시 동남구 청당동 456,충청남도 천안시 동남구 청수14로 16,36.783872,127.147552,724.0,0.0,25.0,12.0,233,19,1370.0,우미건설(주),HT005,197.24,164.05,83,4,3,48,계단식,227700.0,558630.0,45540.0,285390.0,0.0,0.0,0.0,60500.0,536930,349360,"6억 5,000~7억",5억,"3,000/200","3,000/200",천안가온초등학교,공립,575.0,576.0
0,산운마을부영사랑으로,112,충청남도 천안시 동남구 청당동 609,충청남도 천안시 동남구 청수8로 72,36.788984,127.159746,449.0,0.0,20.0,14.0,236,19,546.0,(주)동광주택,HT005,112.68,84.98,75,3,2,449,계단식,43800.0,155880.0,8760.0,103320.0,0.0,0.0,0.0,46000.0,364195,244324,"2억 2,000~2억 8,000",,"2,000/90","2,000/90",천안삼거리초등학교,공립,284.0,279.0
0,에이디빌(도시형),34㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,34.08,27.09,79,1,1,1,계단식,27240.0,70824.0,5448.0,38136.0,0.0,0.0,0.0,46000.0,,,,,,,천안청당초등학교,공립,596.0,556.0
1,에이디빌(도시형),37㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,37.46,30.13,80,1,1,1,계단식,25020.0,65052.0,5004.0,35028.0,0.0,0.0,0.0,47000.0,,,,,,,천안청당초등학교,공립,596.0,556.0
2,에이디빌(도시형),41㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,41.79,31.89,76,1,1,1,계단식,29100.0,75660.0,5820.0,40740.0,0.0,0.0,0.0,47000.0,,,,,,,천안청당초등학교,공립,596.0,556.0
3,에이디빌(도시형),44㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,44.73,34.13,76,1,1,4,계단식,31200.0,81120.0,6240.0,43680.0,0.0,0.0,0.0,47000.0,,,,,,,천안청당초등학교,공립,596.0,556.0
4,에이디빌(도시형),51㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,51.18,41.16,80,1,1,4,계단식,34260.0,89076.0,6852.0,47964.0,0.0,0.0,0.0,47000.0,,,,,,,천안청당초등학교,공립,596.0,556.0
5,에이디빌(도시형),51C㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,51.38,41.32,80,1,1,1,계단식,40260.0,104676.0,8052.0,56364.0,0.0,0.0,0.0,60500.0,,,,,,,천안청당초등학교,공립,596.0,556.0
6,에이디빌(도시형),52A㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,52.92,40.38,76,1,1,4,계단식,39300.0,102180.0,7860.0,55020.0,0.0,0.0,0.0,57500.0,,,,,,,천안청당초등학교,공립,596.0,556.0
7,에이디빌(도시형),53B㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,53.6,40.9,76,1,1,4,계단식,41760.0,108576.0,8352.0,58464.0,0.0,0.0,0.0,57500.0,,,,,,,천안청당초등학교,공립,596.0,556.0
8,에이디빌(도시형),54D㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,54.48,41.57,76,1,1,5,계단식,44160.0,114816.0,8832.0,61824.0,0.0,0.0,0.0,50500.0,,,"1억 2,000",,"1,000/55~1,000/60","1,000/55~1,000/60",천안청당초등학교,공립,596.0,556.0
9,에이디빌(도시형),54㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,54.98,43.7,79,1,1,4,계단식,36000.0,93600.0,7200.0,50400.0,0.0,0.0,0.0,60500.0,,,1억 500,,,,천안청당초등학교,공립,596.0,556.0
10,에이디빌(도시형),63㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,63.73,50.66,79,2,1,1,계단식,42960.0,111696.0,8592.0,60144.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
11,에이디빌(도시형),65A㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,65.72,52.24,79,2,1,1,계단식,47040.0,122304.0,9408.0,65856.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
12,에이디빌(도시형),65B㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,65.59,52.75,80,2,1,1,계단식,50640.0,131664.0,10128.0,70896.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
13,에이디빌(도시형),66C㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,66.18,53.22,80,2,1,1,계단식,48240.0,125424.0,9648.0,67536.0,0.0,0.0,0.0,,,,1억 500,,,,천안청당초등학교,공립,596.0,556.0
14,에이디빌(도시형),67D㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,67.63,53.76,79,2,1,1,계단식,48240.0,125424.0,9648.0,67536.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
15,에이디빌(도시형),69㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,69.39,55.16,79,2,1,4,계단식,49860.0,129636.0,9972.0,69804.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
16,에이디빌(도시형),72B㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,72.28,57.45,79,2,1,4,계단식,48660.0,126516.0,9732.0,68124.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
17,에이디빌(도시형),72D㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,72.53,58.33,80,2,1,4,계단식,55920.0,145392.0,11184.0,78288.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
18,에이디빌(도시형),72G㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,72.97,58.68,80,2,1,4,계단식,56340.0,146484.0,11268.0,78876.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
19,에이디빌(도시형),73H㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,73.99,58.81,79,2,1,13,계단식,54300.0,141180.0,10860.0,76020.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
20,에이디빌(도시형),73C㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,73.12,58.12,79,2,1,4,계단식,53940.0,140244.0,10788.0,75516.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
21,에이디빌(도시형),73F㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,73.51,58.43,79,2,1,4,계단식,53940.0,140244.0,10788.0,75516.0,0.0,0.0,0.0,,,,"1억 1,500","9,500",,,천안청당초등학교,공립,596.0,556.0
22,에이디빌(도시형),73I㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,73.56,59.16,80,2,1,4,계단식,53940.0,140244.0,10788.0,75516.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
23,에이디빌(도시형),73E㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,73.45,58.38,79,2,1,1,계단식,53940.0,140244.0,10788.0,75516.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
24,에이디빌(도시형),74A㎡,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,74.06,56.51,76,2,1,5,계단식,56760.0,147576.0,11352.0,79464.0,0.0,0.0,0.0,,,,,,,,천안청당초등학교,공립,596.0,556.0
25,에이디빌(도시형),75,충청남도 천안시 동남구 청당동 279-3,충청남도 천안시 동남구 청당2길 81,36.7809,127.151662,86.0,0.0,6.0,5.0,187,43,61.0,세종종합건설,HT001,75.5,57.61,76,2,1,5,계단식,53520.0,139152.0,10704.0,74928.0,0.0,0.0,0.0,,,,"1억 1,700",,,,천안청당초등학교,공립,596.0,556.0
0,중흥에스클래스산운마을,109B㎡,충청남도 천안시 동남구 청당동 606,충청남도 천안시 동남구 청수14로 117,36.787276,127.158651,504.0,237.0,20.0,18.0,213,19,613.0,중흥종합건설(주),HT005,109.8,84.99,77,3,2,126,계단식,62700.0,205020.0,12540.0,129780.0,0.0,0.0,0.0,46000.0,,,"2억 8,500~3억 2,000",,"3,000/90","3,000/90",천안삼거리초등학교,공립,284.0,279.0
1,중흥에스클래스산운마을,110A,충청남도 천안시 동남구 청당동 606,충청남도 천안시 동남구 청수14로 117,36.787276,127.158651,504.0,237.0,20.0,18.0,213,19,613.0,중흥종합건설(주),HT005,110.93,84.82,76,3,2,141,계단식,62700.0,205020.0,12540.0,129780.0,0.0,0.0,0.0,47000.0,,,"2억 6,000~3억 4,000",2억,,,천안삼거리초등학교,공립,284.0,279.0
0,천안청수꿈에그린,112B㎡,충청남도 천안시 동남구 청당동 466,충청남도 천안시 동남구 청수14로 13,36.785925,127.147316,468.0,0.0,26.0,12.0,217,21,590.0,(주)한화건설,HT005,112.68,86.75,77,3,2,140,계단식,117150.0,346590.0,23430.0,206010.0,0.0,0.0,0.0,46000.0,367797,264085,"4억 2,000~4억 7,000",,,,천안가온초등학교,공립,575.0,576.0
