아파트,건축년도,층,전용면적,거래금액,주소,Latitude,Longitude,근처역(m),인구수,외국인수,크기(km^2),외국인 비율,근처 초등학교
신부동도솔노블시티동문굿모닝힐,2018,17,22.6512,37300,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,7,22.6512,36900,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,2,22.672375,37300,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,21,18.128825,31200,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,10,18.140925,29700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,7,22.672375,39300,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,26,22.6512,38100,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,24,18.128825,30900,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,26,18.128825,30300,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,22,22.672375,38100,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,17,18.128825,31200,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,24,22.6512,37700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,12,22.6512,37300,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,10,22.6512,38900,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,30,18.128825,30300,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,24,25.703425,45000,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,5,22.672375,37700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,2,18.128825,29400,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,15,22.672375,39700,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,22,21.99175,34500,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,24,21.99175,29250,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,4,21.99175,33300,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,8,25.703425,40000,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,22,21.99175,32000,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,10,22.672375,35500,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
신부동도솔노블시티동문굿모닝힐,2018,28,18.128825,27980,신부동 986,36.8167414,127.1603615,1422.328865,41214,4476,11.54,0.108603873,276.1990886
동아태조,1995,14,18.140925,14000,신부동 541,36.8237634,127.1542104,1210.883662,41214,4476,11.54,0.108603873,252.0858782
동아태조,1995,11,18.140925,16000,신부동 541,36.8237634,127.1542104,1210.883662,41214,4476,11.54,0.108603873,252.0858782
동아태조,1995,11,18.140925,14000,신부동 541,36.8237634,127.1542104,1210.883662,41214,4476,11.54,0.108603873,252.0858782
동아태조,1995,8,18.140925,13000,신부동 541,36.8237634,127.1542104,1210.883662,41214,4476,11.54,0.108603873,252.0858782
동아태조,1995,13,18.140925,15000,신부동 541,36.8237634,127.1542104,1210.883662,41214,4476,11.54,0.108603873,252.0858782
동아태조,1995,7,18.140925,16000,신부동 541,36.8237634,127.1542104,1210.883662,41214,4476,11.54,0.108603873,252.0858782
우방,1995,16,18.098575,15000,신부동 859,36.8235929,127.151318,1154.13535,41214,4476,11.54,0.108603873,404.9540334
신부동극동아파트,1990,8,25.6641,11500,신부동 56-20,36.8149491,127.1645696,1680.384168,41214,4476,11.54,0.108603873,205.3713163
신부동극동아파트,1990,13,25.6641,12800,신부동 56-20,36.8149491,127.1645696,1680.384168,41214,4476,11.54,0.108603873,205.3713163
스카이타워,2014,19,6.585425,7000,신부동 451-8,36.8181982,127.1528557,1051.176994,41214,4476,11.54,0.108603873,516.1175876
스카이타워,2014,12,5.7671625,5700,신부동 451-8,36.8181982,127.1528557,1051.176994,41214,4476,11.54,0.108603873,516.1175876
스카이타워,2014,15,6.3767,7750,신부동 451-8,36.8181982,127.1528557,1051.176994,41214,4476,11.54,0.108603873,516.1175876
스카이타워,2014,16,6.3767,7750,신부동 451-8,36.8181982,127.1528557,1051.176994,41214,4476,11.54,0.108603873,516.1175876
스카이타워,2014,15,6.3767,6000,신부동 451-8,36.8181982,127.1528557,1051.176994,41214,4476,11.54,0.108603873,516.1175876
동보스타빌,1996,5,7.31445,5500,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,6,7.31445,5400,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,3,7.31445,5150,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,9,7.31445,5070,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,9,7.31445,5070,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,1,7.31445,4200,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,2,7.31445,5000,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,7,7.31445,5500,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,4,7.31445,5000,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,2,7.31445,5000,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,7,7.31445,5100,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,3,7.31445,5400,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,3,7.31445,4900,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,1,7.31445,4300,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
동보스타빌,1996,5,7.31445,5500,안서동 304-1,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
메가시티1,2014,6,4.855125,9350,안서동 337-2,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
메가시티1,2014,7,4.855125,9300,안서동 337-2,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
메가시티1,2014,4,4.855125,8600,안서동 337-2,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
부경파크빌2차,2004,9,25.70766,19500,안서동 211,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
부경파크빌2차,2004,6,25.70766,21000,안서동 211,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
안서금호어울림,2009,6,39.29717,23760,안서동 365-3,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
안서금호어울림,2009,15,25.7031225,23200,안서동 365-3,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
안서금호어울림,2009,15,25.7031225,23200,안서동 365-3,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
안서금호어울림,2009,13,25.7031225,23200,안서동 365-3,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
안서금호어울림,2009,14,30.1904075,28000,안서동 365-3,36.8380249,127.1889343,3593.401277,41214,4476,11.54,0.108603873,1339.165725
재동보라,1994,2,18.146975,6500,목천읍 서리 58-1,36.7827952,127.2339689,8346.630887,24730,913,63.11,0.036918722,551.2966731
연합초원,1995,5,16.28055,3048,목천읍 운전리 380-3,36.7722116,127.2297917,8518.955795,24730,913,63.11,0.036918722,1204.924174
연합초원,1995,3,16.28055,5000,목천읍 운전리 380-3,36.7722116,127.2297917,8518.955795,24730,913,63.11,0.036918722,1204.924174
연합초원,1995,5,16.28055,4900,목천읍 운전리 380-3,36.7722116,127.2297917,8518.955795,24730,913,63.11,0.036918722,1204.924174
목천이수프라임,2000,3,12.0032,6100,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
목천이수프라임,2000,5,12.0032,6200,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
목천이수프라임,2000,5,12.0032,5600,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
목천이수프라임,2000,10,12.0032,6500,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
목천이수프라임,2000,10,16.66775,10500,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
목천이수프라임,2000,7,12.0032,6700,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
목천이수프라임,2000,12,16.66775,9000,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
목천이수프라임,2000,4,12.0032,5800,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
목천이수프라임,2000,12,12.0032,6300,목천읍 신계리 134-3,36.772517,127.2104627,7054.8438,24730,913,63.11,0.036918722,535.1873163
천안목천동우1차,1997,11,12.084875,4750,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,5,12.084875,4600,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,11,12.084875,4500,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,2,12.084875,4000,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,9,12.084875,4500,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,5,12.084875,4400,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,10,12.084875,5000,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,12,12.084875,5000,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,1,12.084875,3200,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,5,12.084875,4500,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,10,12.084875,4500,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,5,12.084875,4700,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,14,12.084875,4500,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,6,12.084875,4650,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,6,12.084875,4100,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,11,12.084875,4900,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
천안목천동우1차,1997,5,12.084875,4450,목천읍 신계리 422,36.7720166,127.1938805,5970.342219,24730,913,63.11,0.036918722,844.6140305
목천신도브래뉴1차,2004,3,25.70645,17000,목천읍 신계리 103-4,36.7714728,127.2155574,7491.071829,24730,913,63.11,0.036918722,232.401687
목천신도브래뉴1차,2004,7,18.14395,13500,목천읍 신계리 103-4,36.7714728,127.2155574,7491.071829,24730,913,63.11,0.036918722,232.401687
목천신도브래뉴2차,2005,15,25.655025,19500,목천읍 신계리 166-36,36.7767458,127.2103311,6776.608103,24730,913,63.11,0.036918722,648.8690041
목천신도브래뉴2차,2005,6,25.655025,19000,목천읍 신계리 166-36,36.7767458,127.2103311,6776.608103,24730,913,63.11,0.036918722,648.8690041
목천신도브래뉴2차,2005,1,25.655025,18000,목천읍 신계리 166-36,36.7767458,127.2103311,6776.608103,24730,913,63.11,0.036918722,648.8690041
목천신도브래뉴2차,2005,11,18.10765,14800,목천읍 신계리 166-36,36.7767458,127.2103311,6776.608103,24730,913,63.11,0.036918722,648.8690041
천안목천협성엠파이어,2013,1,12.04555,6000,목천읍 신계리 127-2,36.7710331,127.2084551,7012.871392,24730,913,63.11,0.036918722,612.6699601
세광엔리치빌1차,2001,2,25.46502475,14000,목천읍 응원리 66-14,36.7702962,127.1895599,5849.559318,24730,913,63.11,0.036918722,1152.762325
세광엔리치빌1차,2001,5,25.46502475,12800,목천읍 응원리 66-14,36.7702962,127.1895599,5849.559318,24730,913,63.11,0.036918722,1152.762325
원앙마을부영1차,1999,2,18.0774,10000,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,3,15.1008,8700,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,1,15.1008,7600,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,7,15.1008,8000,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,3,15.1008,7300,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,8,15.1008,8650,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,9,15.1008,8300,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,8,15.1008,8200,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,3,15.1008,8300,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,5,18.0774,10000,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,5,15.1008,8000,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영1차,1999,9,15.1008,8300,목천읍 삼성리 9-12,36.7594071,127.1777211,5964.239511,24730,913,63.11,0.036918722,218.3639806
원앙마을부영2차,1999,5,15.1008,7800,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,6,18.0774,10000,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,10,15.1008,8500,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,6,15.1008,7250,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,10,15.1008,8500,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,3,15.1008,9000,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,7,18.0774,9800,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,10,15.1008,8000,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,4,15.1008,7300,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,3,15.1008,7400,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,6,15.1008,7500,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
원앙마을부영2차,1999,5,15.1008,8100,목천읍 삼성리 9-6,36.7612385,127.1770635,5768.760295,24730,913,63.11,0.036918722,252.3938055
금오,1990,5,12.006225,2500,북면 연춘리 123-3,36.7694435,127.2494946,10213.56341,4690,360,58.45,0.076759062,2202.639309
중앙,1998,13,14.3264,5000,북면 상동리 91-6,36.7698432,127.269047,11782.67497,4690,360,58.45,0.076759062,2288.854192
중앙,1998,3,12.0839675,3300,북면 상동리 91-6,36.7698432,127.269047,11782.67497,4690,360,58.45,0.076759062,2288.854192
중앙,1998,3,14.3264,5100,북면 상동리 91-6,36.7698432,127.269047,11782.67497,4690,360,58.45,0.076759062,2288.854192
중앙,1998,12,14.3264,5000,북면 상동리 91-6,36.7698432,127.269047,11782.67497,4690,360,58.45,0.076759062,2288.854192
중앙,1998,14,12.0839675,3950,북면 상동리 91-6,36.7698432,127.269047,11782.67497,4690,360,58.45,0.076759062,2288.854192
중앙,1998,11,12.0839675,3350,북면 상동리 91-6,36.7698432,127.269047,11782.67497,4690,360,58.45,0.076759062,2288.854192
중앙,1998,12,12.0839675,3500,북면 상동리 91-6,36.7698432,127.269047,11782.67497,4690,360,58.45,0.076759062,2288.854192
중앙,1998,14,12.0839675,3200,북면 상동리 91-6,36.7698432,127.269047,11782.67497,4690,360,58.45,0.076759062,2288.854192
신한,1997,4,12.86835,5300,병천면 가전리 68-3,36.7646944,127.2880333,13564.94293,6819,512,56.36,0.075084323,1135.20996
신한,1997,3,12.86835,4950,병천면 가전리 68-3,36.7646944,127.2880333,13564.94293,6819,512,56.36,0.075084323,1135.20996
레이크팰리스,2010,5,11.979,4950,병천면 탑원리 109-1,36.7643947,127.3161711,15928.3119,6819,512,56.36,0.075084323,1385.026659
레이크팰리스,2010,3,11.979,4900,병천면 탑원리 109-1,36.7643947,127.3161711,15928.3119,6819,512,56.36,0.075084323,1385.026659
레이크팰리스,2010,5,8.4942,3000,병천면 탑원리 109-1,36.7643947,127.3161711,15928.3119,6819,512,56.36,0.075084323,1385.026659
중앙,1996,9,13.9755,4000,병천면 탑원리 110,36.7645241,127.3149969,15824.62821,6819,512,56.36,0.075084323,1279.494988
씨티뷰(원룸),2014,2,14.95030625,8000,성황동 45-9,36.8140242,127.150136,530.2651585,8191,494,0.61,0.060310096,138.5316479
극동2차,1992,3,25.655025,13500,청수동 183,36.7904534,127.1531155,1944.131222,56991,785,17.15,0.013774105,250.8771544
청솔엘지에스케이,1999,11,22.2519,18000,청수동 261,36.7918989,127.1577024,2193.784405,56991,785,17.15,0.013774105,152.7017963
청솔엘지에스케이,1999,13,22.2519,19000,청수동 261,36.7918989,127.1577024,2193.784405,56991,785,17.15,0.013774105,152.7017963
행정타운두산위브더파크,2018,10,25.7037275,33500,청당동 980,36.7791372,127.160972,3323.633325,56991,785,17.15,0.013774105,843.8418049
행정타운두산위브더파크,2018,24,25.710685,32500,청당동 980,36.7791372,127.160972,3323.633325,56991,785,17.15,0.013774105,843.8418049
두경,2005,9,7.56371,3250,봉명동 57-4,36.806486,127.1388006,606.6136445,18730,1068,1.57,0.057020822,367.6852547
우영,1988,3,15.019125,10500,봉명동 9,36.8050392,127.1414683,618.4816303,18730,1068,1.57,0.057020822,302.5286772
남양,1989,2,25.237575,22000,봉명동 217-3,36.8028631,127.1336456,272.2143983,18730,1068,1.57,0.057020822,286.2875872
대우목화(5차),1990,4,23.9371275,11000,봉명동 204-9,36.8106384,127.1344172,1032.19874,18730,1068,1.57,0.057020822,369.953002
활림3차크로바,1995,4,15.1008,7700,다가동 381-1,36.8004166,127.14038,394.0033898,22805,345,2.54,0.015128261,171.5617426
활림3차크로바,1995,10,18.13185,9500,다가동 381-1,36.8004166,127.14038,394.0033898,22805,345,2.54,0.015128261,171.5617426
용곡더쉴,2009,10,37.6718375,40000,용곡동 482-16,36.7893109,127.1319842,1129.707913,22805,345,2.54,0.015128261,140.8050819
용곡마을동일하이빌(2단지),2005,5,31.2743255,27300,용곡동 580,36.7919439,127.1354217,1060.132769,44194,785,5.47,0.017762592,266.4347256
용곡한라비발디,2010,3,35.25235175,38000,용곡동 596,36.7876524,127.1335849,1333.877473,22805,345,2.54,0.015128261,170.4012173
용곡동우림필유,2009,8,25.706329,26450,용곡동 595,36.7927594,127.1399717,1025.533134,44194,785,5.47,0.017762592,521.2284532
한라동백2,1998,14,18.13185,15000,신방동 909,36.7871895,127.1299348,1080.780026,44194,785,5.47,0.017762592,186.8053126
한라동백2,1998,23,18.13185,15000,신방동 909,36.7871895,127.1299348,1080.780026,44194,785,5.47,0.017762592,186.8053126
한라동백2,1998,19,18.13185,15500,신방동 909,36.7871895,127.1299348,1080.780026,44194,785,5.47,0.017762592,186.8053126
삼일원앙,1997,4,8.5063,4600,신방동 902,36.7896569,127.1199451,361.5002517,44194,785,5.47,0.017762592,274.8172077
신동아목련,1996,14,18.134875,13000,신방동 869,36.7939533,127.1318358,918.8931582,44194,785,5.47,0.017762592,375.7179052
보광그랑베르,2012,3,4.9178635,4450,신방동 783-8,36.7877428,127.1194788,576.8256675,44194,785,5.47,0.017762592,346.0880318
현대,1993,5,17.8233,10000,신방동 228-22,36.773593,127.1378351,2664.741952,44194,785,5.47,0.017762592,700.6870601
현대,1993,6,17.8233,9950,신방동 228-22,36.773593,127.1378351,2664.741952,44194,785,5.47,0.017762592,700.6870601
쌍용신성,1995,10,18.122775,15000,쌍용동 555-2,36.8011596,127.132803,299.9573247,13672,281,0.87,0.020552955,420.1959192
임광,1996,3,18.0774,12800,쌍용동 553-1,36.8024562,127.1322806,361.9673764,13672,281,0.87,0.020552955,389.2446088
대림한숲,1995,11,25.705845,20500,신부동 672,36.8215331,127.1608499,1728.616844,41214,4476,11.54,0.108603873,131.634629
대림한숲,1995,1,25.705845,20000,신부동 672,36.8215331,127.1608499,1728.616844,41214,4476,11.54,0.108603873,131.634629
동남로얄,1985,4,17.5692,9000,신부동 58-24,36.8147794,127.1637819,1607.90793,41214,4476,11.54,0.108603873,134.4302592
동남로얄,1985,4,17.5692,9000,신부동 58-24,36.8147794,127.1637819,1607.90793,41214,4476,11.54,0.108603873,134.4302592
방죽안휴먼시아,2009,9,25.642925,33000,신부동 970,36.8216393,127.154947,1454.288929,41214,4476,11.54,0.108603873,484.1160898
재동타워,1995,8,18.14395,6800,목천읍 서리 73-1,36.7835607,127.2342306,8337.743884,24730,913,63.11,0.036918722,463.0459598
태영그린,1995,5,15.055425,2500,성남면 석곡리 351-4,36.7389879,127.2241431,10472.9777,3679,647,33.02,0.175863006,1280.015945
태영그린,1995,3,15.055425,3100,성남면 석곡리 351-4,36.7389879,127.2241431,10472.9777,3679,647,33.02,0.175863006,1280.015945
신세계,1993,5,25.2784125,8600,병천면 병천리 43-5,36.7673413,127.3054162,14915.82592,6819,512,56.36,0.075084323,455.8380688
천안역사동아라이크텐,2021,11,19.7961445,29700,와촌동 186,36.8087453,127.1442159,268.4227517,18893,1236,1.42,0.065421055,302.3975672
천안역사동아라이크텐,2021,38,25.708386,41000,와촌동 186,36.8087453,127.1442159,268.4227517,18893,1236,1.42,0.065421055,302.3975672
천안역사동아라이크텐,2021,38,25.708386,41000,와촌동 186,36.8087453,127.1442159,268.4227517,18893,1236,1.42,0.065421055,302.3975672
천안역사동아라이크텐,2021,23,25.708386,39800,와촌동 186,36.8087453,127.1442159,268.4227517,18893,1236,1.42,0.065421055,302.3975672
천안역사동아라이크텐,2021,23,25.708386,41000,와촌동 186,36.8087453,127.1442159,268.4227517,18893,1236,1.42,0.065421055,302.3975672
천안역사동아라이크텐,2021,33,19.7961445,31800,와촌동 186,36.8087453,127.1442159,268.4227517,18893,1236,1.42,0.065421055,302.3975672
신동아파밀리에,2005,11,33.039655,34800,와촌동 173,36.8074379,127.1445037,357.563538,18893,1236,1.42,0.065421055,155.1947651
신동아파밀리에,2005,9,25.706934,25200,와촌동 173,36.8074379,127.1445037,357.563538,18893,1236,1.42,0.065421055,155.1947651
현대1,1990,9,21.486575,15200,성정동 413-13,36.8238646,127.1359232,1597.909109,18893,1236,1.42,0.065421055,325.8792078
프라지움6차,2016,11,8.4411415,6450,성정동 1270,36.8299091,127.1381785,1047.710414,27776,1870,2.07,0.067324309,621.5860127
프라지움6차,2016,15,6.830087,8500,성정동 1270,36.8299091,127.1381785,1047.710414,27776,1870,2.07,0.067324309,621.5860127
프라지움6차,2016,11,6.830087,8500,성정동 1270,36.8299091,127.1381785,1047.710414,27776,1870,2.07,0.067324309,621.5860127
프라지움6차,2016,7,10.1558325,8300,성정동 1270,36.8299091,127.1381785,1047.710414,27776,1870,2.07,0.067324309,621.5860127
평화로운나날,2013,10,5.83446875,4500,성정동 1347,36.8283409,127.1415097,894.6947378,27776,1870,2.07,0.067324309,593.5703615
선경,1994,2,18.104625,11400,성정동 823,36.822074,127.1335971,1764.851745,27776,1870,2.07,0.067324309,541.7147443
선경,1994,15,18.104625,12900,성정동 823,36.822074,127.1335971,1764.851745,27776,1870,2.07,0.067324309,541.7147443
프라지움5차,2015,11,15.11895,12750,성정동 1317,36.8298316,127.1406691,855.0546928,27776,1870,2.07,0.067324309,711.7341144
