아파트,건축년도,층,전용면적,거래금액,주소,Latitude,Longitude,근처역(m),인구수,외국인수,크기(km^2),외국인 비율,근처 초등학교
대림,1998,6,12.084875,5450,직산읍 모시리 242-5,36.8612254,127.1208479,2306.929539,21887,1972,30.52,0.090099146,1832.656662
대림,1998,1,12.084875,4300,직산읍 모시리 242-5,36.8612254,127.1208479,2306.929539,21887,1972,30.52,0.090099146,1832.656662
대림,1998,5,12.084875,5000,직산읍 모시리 242-5,36.8612254,127.1208479,2306.929539,21887,1972,30.52,0.090099146,1832.656662
대림,1998,8,12.084875,5300,직산읍 모시리 242-5,36.8612254,127.1208479,2306.929539,21887,1972,30.52,0.090099146,1832.656662
대림,1998,8,12.084875,5400,직산읍 모시리 242-5,36.8612254,127.1208479,2306.929539,21887,1972,30.52,0.090099146,1832.656662
대림,1998,10,12.084875,5000,직산읍 모시리 242-5,36.8612254,127.1208479,2306.929539,21887,1972,30.52,0.090099146,1832.656662
주성레이크빌,2003,2,15.097412,5100,입장면 기로리 86-1,36.9097621,127.250013,10388.40771,9946,1651,42.68,0.165996381,2183.53005
주성레이크빌,2003,1,15.097412,4800,입장면 기로리 86-1,36.9097621,127.250013,10388.40771,9946,1651,42.68,0.165996381,2183.53005
한성,1999,5,11.95238,5070,입장면 도림리 341-1,36.9152265,127.2450779,10267.92132,9946,1651,42.68,0.165996381,1664.124737
한성,1999,2,11.95238,5000,입장면 도림리 341-1,36.9152265,127.2450779,10267.92132,9946,1651,42.68,0.165996381,1664.124737
한성,1999,2,11.95238,4000,입장면 도림리 341-1,36.9152265,127.2450779,10267.92132,9946,1651,42.68,0.165996381,1664.124737
한성,1999,3,11.95238,4500,입장면 도림리 341-1,36.9152265,127.2450779,10267.92132,9946,1651,42.68,0.165996381,1664.124737
한성,1999,1,11.95238,4200,입장면 도림리 341-1,36.9152265,127.2450779,10267.92132,9946,1651,42.68,0.165996381,1664.124737
한성,1999,2,11.95238,4200,입장면 도림리 341-1,36.9152265,127.2450779,10267.92132,9946,1651,42.68,0.165996381,1664.124737
한성,1999,5,11.95238,3670,입장면 도림리 341-1,36.9152265,127.2450779,10267.92132,9946,1651,42.68,0.165996381,1664.124737
연합,1992,5,18.0048,4950,입장면 신덕리 200-21,36.9122644,127.2095936,7364.939526,9946,1651,42.68,0.165996381,927.4554183
거봉,1999,1,17.23645,3200,입장면 신두리 393-17,36.9129131,127.1999756,6506.945227,9946,1651,42.68,0.165996381,1776.459339
주공5-2,1988,5,12.006225,15000,성정동 717,36.8149702,127.1386106,896.2008088,18893,1236,1.42,0.065421055,186.6188914
주공5-2,1988,3,12.006225,13000,성정동 717,36.8149702,127.1386106,896.2008088,18893,1236,1.42,0.065421055,186.6188914
주공5-1,1988,1,15.43355,17000,성정동 717,36.8149702,127.1386106,896.2008088,18893,1236,1.42,0.065421055,186.6188914
학산리젠다빌-2차-A동,2013,9,7.13295,3500,성정동 1523,36.827797,127.1379477,1181.215889,27776,1870,2.07,0.067324309,524.190868
하이스타운3차,2014,8,6.76995,4800,성정동 1335,36.8293864,127.1416527,810.2410618,27776,1870,2.07,0.067324309,708.6345338
프라지움8차,2016,8,10.19667,8000,성정동 1323,36.8296904,127.1417009,786.7659196,27776,1870,2.07,0.067324309,742.3573423
프라지움10차아파트,2018,15,18.15,18000,성정동 1433,36.8259182,127.1423942,1049.831729,27776,1870,2.07,0.067324309,392.7299214
주공6-1,1989,5,11.88825,11000,성정동 785,36.8254395,127.1342257,1602.910027,27776,1870,2.07,0.067324309,529.0614265
성정활림2목련,1994,9,18.116725,10000,성정동 696-4,36.8171698,127.1405212,954.0787461,27776,1870,2.07,0.067324309,204.5574811
성정활림2목련,1994,9,18.116725,10000,성정동 696-4,36.8171698,127.1405212,954.0787461,27776,1870,2.07,0.067324309,204.5574811
그린빌2,2004,5,25.606625,25000,백석동 890,36.8220638,127.1220397,2562.288055,40187,432,4.49,0.010749745,232.0132447
그린빌2,2004,13,22.496925,22500,백석동 890,36.8220638,127.1220397,2562.288055,40187,432,4.49,0.010749745,232.0132447
브라운스톤,2006,12,25.71008,22700,백석동 930,36.8290048,127.115691,3003.59676,40187,432,4.49,0.010749745,477.6747608
브라운스톤,2006,5,25.71008,23000,백석동 930,36.8290048,127.115691,3003.59676,40187,432,4.49,0.010749745,477.6747608
브라운스톤,2006,12,25.71008,25000,백석동 930,36.8290048,127.115691,3003.59676,40187,432,4.49,0.010749745,477.6747608
백석벽산블루밍1차,2006,6,25.678015,19970,백석동 919,36.8249293,127.1140587,3254.202019,40187,432,4.49,0.010749745,640.6160611
백석벽산블루밍1차,2006,3,25.678015,25900,백석동 919,36.8249293,127.1140587,3254.202019,40187,432,4.49,0.010749745,640.6160611
백석벽산블루밍1차,2006,3,25.678015,25900,백석동 919,36.8249293,127.1140587,3254.202019,40187,432,4.49,0.010749745,640.6160611
백석동펜타폴리스5차,2016,2,6.903655,8500,백석동 658-69,36.8243267,127.113097,3267.589382,40187,432,4.49,0.010749745,746.658623
백석마을아이파크,2009,16,25.7109875,27500,백석동 941,36.8326317,127.124882,2141.897001,40187,432,4.49,0.010749745,480.9490596
백석마을아이파크,2009,16,25.70766,29500,백석동 941,36.8326317,127.124882,2141.897001,40187,432,4.49,0.010749745,480.9490596
천안백석푸르지오,2010,6,33.4731375,38500,백석동 979,36.8298531,127.1216885,2461.534633,40187,432,4.49,0.010749745,153.1956875
천안백석푸르지오,2010,17,25.6783175,30500,백석동 979,36.8298531,127.1216885,2461.534633,40187,432,4.49,0.010749745,153.1956875
천안백석푸르지오,2010,11,25.6783175,32300,백석동 979,36.8298531,127.1216885,2461.534633,40187,432,4.49,0.010749745,153.1956875
천안백석3차IPARK,2017,17,25.6992505,47000,백석동 1200,36.8277191,127.1258006,2164.330072,40187,432,4.49,0.010749745,322.9480049
호반리젠시빌,2003,10,25.70569375,26000,백석동 900,36.8194502,127.1205539,2435.097825,40187,432,4.49,0.010749745,165.2128144
프라지움,2013,9,6.2136525,4000,두정동 1283,36.8328347,127.1388369,902.3335195,59715,2063,7.16,0.034547434,342.1885234
한성필하우스-1,2004,3,11.702394,10000,두정동 1886,36.8376333,127.1333542,1448.402099,59715,2063,7.16,0.034547434,386.6252336
한성필하우스-1,2004,12,11.702394,10000,두정동 1886,36.8376333,127.1333542,1448.402099,59715,2063,7.16,0.034547434,386.6252336
두정미소마을,2012,5,5.5418,4000,두정동 1486,36.8326308,127.1432245,521.7574365,59715,2063,7.16,0.034547434,508.7583859
두정역푸르지오,2009,9,25.7072365,30000,두정동 2037,36.8337513,127.1505232,144.0841997,59715,2063,7.16,0.034547434,424.9613378
한화포레나천안두정,2022,18,23.20413975,35000,두정동 2068,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
한화포레나천안두정,2022,4,23.20413975,38000,두정동 2068,36.8334411,127.1433118,499.3027572,59715,2063,7.16,0.034547434,419.7487735
주공7단지2차,1995,4,12.659625,9500,쌍용동 1282,36.8027232,127.1247449,1025.207959,13672,281,0.87,0.020552955,224.9982985
주공7단지2차,1995,11,15.055425,11000,쌍용동 1282,36.8027232,127.1247449,1025.207959,13672,281,0.87,0.020552955,224.9982985
주공7단지2차,1995,13,15.055425,10500,쌍용동 1282,36.8027232,127.1247449,1025.207959,13672,281,0.87,0.020552955,224.9982985
시영1차근로복지,1992,6,12.90465,8500,쌍용동 861,36.808436,127.1290732,999.3945918,13672,281,0.87,0.020552955,525.022463
대동다숲,2004,14,25.67719825,33000,불당동 820,36.8057625,127.1115307,1520.099684,70203,835,4.66,0.011894079,231.7637601
대동다숲,2004,14,25.646676,34000,불당동 820,36.8057625,127.1115307,1520.099684,70203,835,4.66,0.011894079,231.7637601
천안불당 지웰푸르지오,2016,10,25.7109875,49300,불당동 1498,36.8214442,127.1062158,3140.035367,70203,835,4.66,0.011894079,260.6322348
천안불당 지웰푸르지오,2016,6,25.711895,57000,불당동 1498,36.8214442,127.1062158,3140.035367,70203,835,4.66,0.011894079,260.6322348
천안불당우방아이유쉘트윈팰리스,2014,14,62.44205,85000,불당동 741,36.8114138,127.1123163,2132.296945,70203,835,4.66,0.011894079,664.8562727
천안불당우방아이유쉘트윈팰리스,2014,3,64.5293,75000,불당동 741,36.8114138,127.1123163,2132.296945,70203,835,4.66,0.011894079,664.8562727
호반리젠시빌스위트,2004,5,35.54450625,47800,불당동 780,36.8060226,127.1169086,1486.338636,70203,835,4.66,0.011894079,255.4033543
호반리젠시빌스위트,2004,2,31.673928,39000,불당동 780,36.8060226,127.1169086,1486.338636,70203,835,4.66,0.011894079,255.4033543
펜타포트(101동102동),2011,37,44.2578675,110000,불당동 1292,36.7998309,127.1010521,802.8326952,70203,835,4.66,0.011894079,256.5731065
부영,2005,10,18.1460675,13800,성환읍 매주리 244-13,36.9042261,127.1344957,1538.801484,26467,3112,57.03,0.117580383,1577.708196
진성,1993,8,18.1137,8200,성거읍 천흥리 533-5,36.8778246,127.2055185,5545.605519,22058,1258,31.46,0.057031463,850.9331603
스윗트리,2005,2,25.6892075,12500,성거읍 저리 319-31,36.8817425,127.2003663,5175.619311,22058,1258,31.46,0.057031463,1114.648846
천안삼환나우빌,2005,2,25.686243,22000,성거읍 신월리 2-26,36.8771378,127.1577366,1421.407807,22058,1258,31.46,0.057031463,428.9755623
직산월드메르디앙레이크파크,2020,15,22.0679195,31000,직산읍 삼은리 591,36.8830676,127.1537014,1613.676565,21887,1972,30.52,0.090099146,790.9167877
직산월드메르디앙레이크파크,2020,4,22.0679195,27000,직산읍 삼은리 591,36.8830676,127.1537014,1613.676565,21887,1972,30.52,0.090099146,790.9167877
직산세광엔리치빌1차1단지,2005,4,25.71180425,20000,직산읍 삼은리 72-41,36.8791441,127.1522663,1186.035703,21887,1972,30.52,0.090099146,411.9352851
직산세광엔리치빌1차1단지,2005,5,25.70206375,23500,직산읍 삼은리 72-41,36.8791441,127.1522663,1186.035703,21887,1972,30.52,0.090099146,411.9352851
직산세광엔리치빌1차2단지,2005,5,26.850747,23000,직산읍 삼은리 74-3,36.8799758,127.1502631,1160.562256,21887,1972,30.52,0.090099146,331.8138873
연합초원,1996,6,16.28055,4500,입장면 하장리 84,36.9118684,127.2201757,8178.994867,9946,1651,42.68,0.165996381,154.7366727
연합초원,1996,4,16.28055,5800,입장면 하장리 84,36.9118684,127.2201757,8178.994867,9946,1651,42.68,0.165996381,154.7366727
